pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
12,"Samsung J5 Prime, para reparar o repuesto",5000,08-07-2023,15:37:00,"Puente Alto, Región Metropolitana"
12,Samsung Galaxy A30S,50000,08-07-2023,14:15:49,"Las Condes, Región Metropolitana"
12,Samsung Galaxy A34 dúo ,135000,08-07-2023,13:43:43,"La Florida, Región Metropolitana"
12,Samsung a51 ,85000,08-07-2023,13:11:57,"Las Condes, Región Metropolitana"
12,Audífonos Samsung galaxy buds 2,60,08-07-2023,08:17:19,"Santiago, Región Metropolitana"
12,Samsung galaxy a02s 64 gb perfecto estado.,140000,07-07-2023,21:26:32,"Lampa, Región Metropolitana"
12,Samsung a72,37000,07-07-2023,18:34:19,"Santiago, Región Metropolitana"
12,Samsung GAalaxy A01 Core 16GB Negro poco uso,100000,07-07-2023,18:08:48,"Maipú, Región Metropolitana"
12,Telefono Samsung A03s,650000,07-07-2023,16:52:07,"Las Condes, Región Metropolitana"
12,Samsung Galaxy S22+ Plus Nuevo Sellado Boleta 128g,110000,07-07-2023,16:01:40,"Maipú, Región Metropolitana"
12,Samsung A32 Morado,250000,07-07-2023,12:46:53,"Buin, Región Metropolitana"
12,Samsung s20 ultra,55000,07-07-2023,11:09:26,"Las Condes, Región Metropolitana"
12,Samsung Galaxy A12,110000,07-07-2023,09:04:14,"La Granja, Región Metropolitana"
12,Smartphone Samsung A02s Nuevo,130000,06-07-2023,22:14:24,"La Florida, Región Metropolitana"
12,Samsung Galaxy Android A30s,180000,06-07-2023,18:00:39,"Maipú, Región Metropolitana"
12,Samsung s20+ 128 GB,109990,06-07-2023,17:58:30,"Las Condes, Región Metropolitana"
12,Samsung Galaxy A31,120000,06-07-2023,17:02:26,"Quinta Normal, Región Metropolitana"
12,Celular Samsung A04S 128 gb,30000,06-07-2023,16:59:42,"La Granja, Región Metropolitana"
12,Samsung A01,529000,06-07-2023,16:48:19,"Las Condes, Región Metropolitana"
12,Samsung Galaxy S23 Prepago con boleta,50000,06-07-2023,14:13:51,"Ñuñoa, Región Metropolitana"
12,Samsung Galaxy J7 Prime,80000,06-07-2023,13:00:43,"Las Condes, Región Metropolitana"
12,Samsung S7 Liberado,230000,06-07-2023,01:30:12,"La Florida, Región Metropolitana"
12,Reloj inteligente Galaxy Watch5 Samsung NUEVO,75000,05-07-2023,18:39:50,"Huechuraba, Región Metropolitana"
12,Samsung A21s 128GB,100000,05-07-2023,17:49:03,"Peñalolén, Región Metropolitana"
12,Teléfono Samsung A51 impecable,110000,05-07-2023,16:03:11,"Maipú, Región Metropolitana"
12,Samsung Galaxy A51 Usado,50000,05-07-2023,15:52:58,"Macul, Región Metropolitana"
12,Samsung A22 5G,110000,05-07-2023,15:08:16,"La Florida, Región Metropolitana"
12,Watch 4 Samsung,519990,05-07-2023,14:19:42,"Las Condes, Región Metropolitana"
12,Samsung S22 5G,50000,05-07-2023,13:31:36,"Puente Alto, Región Metropolitana"
12,Samsung Galaxi A71,90000,05-07-2023,13:29:33,"Ñuñoa, Región Metropolitana"
12,Samsung tab A8,139000,05-07-2023,12:16:32,"San José de Maipo, Región Metropolitana"
12,Samsung Galaxy A14 5G 5G Dual SIM 128 GB,320000,05-07-2023,10:04:38,"Santiago, Región Metropolitana"
12,Celulares Samsung,220000,04-07-2023,22:50:11,"San Bernardo, Región Metropolitana"
12,Samsung active 2 ambos ,50000,04-07-2023,19:45:33,"Curacaví, Región Metropolitana"
12,Samsung Galaxy A02 S,500000,04-07-2023,15:56:01,"Las Condes, Región Metropolitana"
12,Celular Samsung Galaxy S22,270000,04-07-2023,13:33:24,"Vitacura, Región Metropolitana"
12,Samsumg Galaxy Note 10 Plus,400000,04-07-2023,13:28:22,"Maipú, Región Metropolitana"
12,Samsung Note 20 Ultra.,40000,03-07-2023,23:23:18,"San Miguel, Región Metropolitana"
12,Samsung Galaxy,500000,03-07-2023,18:21:55,"Quilicura, Región Metropolitana"
12,Samsung galaxy S23,250000,03-07-2023,15:40:03,"Independencia, Región Metropolitana"
12,Samsung S21 5g. 128gb mas cargador inalámbrico,165000,03-07-2023,11:39:35,"Ñuñoa, Región Metropolitana"
12,Samsung Galaxy A53 5g Nuevo en su caja,200000,03-07-2023,00:31:43,"Santiago, Región Metropolitana"
12,Samsung S20 Plus,1500000,02-07-2023,21:33:45,"Santiago, Región Metropolitana"
12,Samsung Galaxy ZFOLD 4 nuevo,80000,02-07-2023,21:03:29,"Las Condes, Región Metropolitana"
12,Celular Samsung galaxy A71,130000,02-07-2023,20:27:02,"Conchalí, Región Metropolitana"
12,Samsung Tab A7 Lite Nueva,80000,02-07-2023,19:32:02,"Vitacura, Región Metropolitana"
12,Samsung A51,0,02-07-2023,18:53:49,"San Bernardo, Región Metropolitana"
12,0,0,0,,0
12,0,0,0,,0
12,0,0,0,,0
