pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
47,Samsung galaxy a22 5g gray como nuevo,120000,12-12-2022,11:20:54,"Las Condes, Región Metropolitana"
47,Móvil Samsung Galaxy Z Flip 3 5G,650000,12-12-2022,10:42:25,"El Bosque, Región Metropolitana"
47,Samsung galaxy flip 5,320000,11-12-2022,23:36:57,"Santiago, Región Metropolitana"
47,Celular Samsung S21 5g rosado,300000,11-12-2022,19:09:32,"Talagante, Región Metropolitana"
47,Celular Samsung s10 plus negro de 128 gb muevo,25000,11-12-2022,17:19:18,"La Cisterna, Región Metropolitana"
47,Samsung J4,300000,11-12-2022,14:57:36,"Puente Alto, Región Metropolitana"
47,Samsung Galaxy A53 5g Dual Sim Nuevo,150000,11-12-2022,13:18:35,"Providencia, Región Metropolitana"
47,2 Celulares Samsung A52s 5g,80000,11-12-2022,13:18:04,"Providencia, Región Metropolitana"
47,Samsung s22 plus,125000,11-12-2022,00:43:25,"Santiago, Región Metropolitana"
47,Celular Samsung galaxy a3,130000,10-12-2022,22:49:28,"Maipú, Región Metropolitana"
47,Samsung a52s 5g,50000,10-12-2022,22:26:08,"La Granja, Región Metropolitana"
47,Samsung galaxy watch 4 nuevo sellado,20000,10-12-2022,21:58:37,"Las Condes, Región Metropolitana"
47,Samsung Galaxy J7 Prime. 16 Gb,400000,10-12-2022,20:28:59,"Providencia, Región Metropolitana"
47,Lentes realidad virtual oclus samsung,70000,10-12-2022,18:40:42,"Providencia, Región Metropolitana"
47,Samsung Note 20 gray 256gb/8ram,290000,10-12-2022,16:42:33,"Macul, Región Metropolitana"
47,Samsung A50,70000,10-12-2022,16:42:11,"Puente Alto, Región Metropolitana"
47,Samsung S20 Fe de 256GB memoria liberada,65000,10-12-2022,16:07:52,"Pudahuel, Región Metropolitana"
47,Samsung a31,615000,09-12-2022,22:30:18,"Puente Alto, Región Metropolitana"
47,Samsung A30,130000,09-12-2022,13:12:09,"Lo Prado, Región Metropolitana"
47,Samsung S21 ultra ,169990,09-12-2022,12:39:57,"Santiago, Región Metropolitana"
47,Samsun A03 Negro Impecable 128 GB,100000,09-12-2022,11:45:30,"Ñuñoa, Región Metropolitana"
47,Samsung Galaxy Watch5 LTE 44mm Graphite Sellado,30000,09-12-2022,01:40:53,"Santiago, Región Metropolitana"
47,Samsung j7 prime y samsung j5,180000,09-12-2022,01:26:42,"Pudahuel, Región Metropolitana"
47,Samsung Galaxy A03s 4/64/5000,40000,08-12-2022,23:45:10,"Santiago, Región Metropolitana"
47,Samsung J6 plus,150000,08-12-2022,22:49:09,"Peñalolén, Región Metropolitana"
47,Samsung Galaxi a22,70000,08-12-2022,22:21:33,"Santiago, Región Metropolitana"
47,Samsung A02,330000,08-12-2022,20:28:56,"La Florida, Región Metropolitana"
47,Samsung Galaxy A32 128GB,195000,08-12-2022,17:11:55,"Ñuñoa, Región Metropolitana"
47,Samsung Galaxy A8,50000,08-12-2022,16:51:57,"Las Condes, Región Metropolitana"
47,Samsung A22 5G,90000,08-12-2022,16:42:22,"Quilicura, Región Metropolitana"
47,Samsung S21,195000,08-12-2022,16:35:07,"La Florida, Región Metropolitana"
47,Samsung galaxy S20 FE 128 GB,120000,08-12-2022,15:59:23,"Macul, Región Metropolitana"
47,Samsung s20+ 5g en venta usado,50000,07-12-2022,19:10:17,"Santiago, Región Metropolitana"
47,Celular Samsung J7 neo,150000,07-12-2022,18:16:00,"Peñalolén, Región Metropolitana"
47,Celular Samsung A22 5g y xaomi 10a,270000,07-12-2022,17:37:12,"Maipú, Región Metropolitana"
47,Samsung Galaxy A32 Dual Sim 128GB,50000,07-12-2022,16:09:05,"Ñuñoa, Región Metropolitana"
47,Samsung S20 FE,180000,07-12-2022,15:24:41,"La Florida, Región Metropolitana"
47,Celular SAMSUNG A32 Blanco,300000,07-12-2022,14:42:05,"Providencia, Región Metropolitana"
47,Samsung Galaxy J7,250000,07-12-2022,14:40:52,"Puente Alto, Región Metropolitana"
47,Samsung galaxy watch Classic 46 mm,0,07-12-2022,12:57:48,"La Florida, Región Metropolitana"
47,Cambio de Pantalla Samsug J7 PRO J730,0,07-12-2022,11:44:11,"Providencia, Región Metropolitana"
47,Boton Home Samsung Galaxy Note 4,0,07-12-2022,11:44:02,"Providencia, Región Metropolitana"
47,Samsung Galaxy S20,0,06-12-2022,17:30:31,"Las Condes, Región Metropolitana"
47,Celular samsung A10S,0,06-12-2022,17:14:32,"Cerro Navia, Región Metropolitana"
47,"Samsung Galaxy A23 5G 128 GB, nuevo, sellado",0,06-12-2022,17:11:10,"Santiago, Región Metropolitana"
47,Samsung galaxy a53,0,06-12-2022,15:22:17,"Maipú, Región Metropolitana"
47,Samsung galaxy s20 plus,0,06-12-2022,15:10:48,"Lo Prado, Región Metropolitana"
47,0,0,0,,0
47,0,0,0,,0
47,0,0,0,,0
