pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
3,Flex De Carga Samsung Galaxy Tab A 2019 T295,9500,18-08-2023,11:25:45,"Macul, Región Metropolitana"
3,CELULAR SAMSUNG A20s,50000,18-08-2023,11:12:15,"Peñalolén, Región Metropolitana"
3,"Carcasa ecocuero ""ORIGINAL"" SAMSUNG S10 (Normal)",8000,18-08-2023,10:18:23,"Conchalí, Región Metropolitana"
3,Samsung j7 neo,80000,18-08-2023,03:52:35,"La Florida, Región Metropolitana"
3,Samsung a20s,55000,18-08-2023,00:53:53,"La Florida, Región Metropolitana"
3,Samsung GLAP De juegos,140000,17-08-2023,22:21:43,"Pudahuel, Región Metropolitana"
3,Samsung A52 128gb,350000,17-08-2023,21:31:00,Todo Chile
3,Samsung s20 fe y note 10 plus,155000,17-08-2023,19:42:19,"Puente Alto, Región Metropolitana"
3,Samsung A52s 5G,300000,17-08-2023,17:08:01,"La Florida, Región Metropolitana"
3,Tablet Samsung Galaxy Tab Sm-t735 12.4 Con Red M,70000,17-08-2023,16:57:37,"Quinta Normal, Región Metropolitana"
3,Samsung Galaxy A51 sin cargador,800000,17-08-2023,16:31:00,"San Ramón, Región Metropolitana"
3,Samsung s23 ultra,200000,17-08-2023,14:43:56,"Pudahuel, Región Metropolitana"
3,Samsung Galaxy A23,45000,17-08-2023,14:20:56,"Peñalolén, Región Metropolitana"
3,Samsung a20,225000,17-08-2023,13:39:45,"San Ramón, Región Metropolitana"
3,Telefono Samsung Galaxy A54 Nuevo en Caja,470000,17-08-2023,13:34:12,"Las Condes, Región Metropolitana"
3,Samsung galaxy s22,20000,17-08-2023,13:16:52,"Puente Alto, Región Metropolitana"
3,Batería Samsung tipo c,500000,17-08-2023,12:33:44,"La Florida, Región Metropolitana"
3,Samsung Galaxy Z Fold 3 5G Dual Sim Impecable,198000,17-08-2023,11:14:29,"Peñalolén, Región Metropolitana"
3,Samsung S20 Plus 128 Gb + 128 Gb,130000,17-08-2023,10:36:10,"Las Condes, Región Metropolitana"
3,Samsung s20 fe 128gb buen estado sin detalles,20000,17-08-2023,00:55:34,"Santiago, Región Metropolitana"
3,Samsung a10 trizado,450000,17-08-2023,00:53:13,"San Bernardo, Región Metropolitana"
3,Samsun S22 512 gb,55000,16-08-2023,23:12:26,"Santiago, Región Metropolitana"
3,Samsung a30s,70000,16-08-2023,23:09:39,"Puente Alto, Región Metropolitana"
3,Celular Samsung S8,85000,16-08-2023,23:06:43,"Quinta Normal, Región Metropolitana"
3,Samsung A32,200000,16-08-2023,22:59:14,"Santiago, Región Metropolitana"
3,Samsung A34,250000,16-08-2023,20:51:42,"La Florida, Región Metropolitana"
3,Samsung A54 ,200000,16-08-2023,19:59:03,"Puente Alto, Región Metropolitana"
3,Samsung Galaxy A23 5G nuevo,600000,16-08-2023,17:42:23,"Ñuñoa, Región Metropolitana"
3,Samsung Galaxy S 22 ultra,7900,16-08-2023,13:10:46,"Santiago, Región Metropolitana"
3,Flex main samsung galaxy s10 plus,550000,16-08-2023,11:38:17,"Macul, Región Metropolitana"
3,Samsung S22 Ultra,130000,16-08-2023,10:54:39,"Santiago, Región Metropolitana"
3,Samsung s20 fe,20000,16-08-2023,09:54:18,"Independencia, Región Metropolitana"
3,Audífonos AKG Samsung Originales,70000,15-08-2023,22:46:29,"Ñuñoa, Región Metropolitana"
3,Celular Samsung A14 5 g- como nuevo,75000,15-08-2023,21:49:23,"Quilicura, Región Metropolitana"
3,Samsung galaxy a51,70000,15-08-2023,17:48:02,"Cerrillos, Región Metropolitana"
3,Placa para samsung s20 fe original de 128gb dual s,80000,15-08-2023,17:24:29,"Providencia, Región Metropolitana"
3,Celular Samsung A31,190000,15-08-2023,16:32:01,"San Bernardo, Región Metropolitana"
3,Samsung Galaxy A34 5G,75000,15-08-2023,16:04:48,"Santiago, Región Metropolitana"
3,Teléfono Samsung Galaxy A31,60000,15-08-2023,15:22:35,"Puente Alto, Región Metropolitana"
3,Celular Samsung Galaxy A10s,120000,15-08-2023,14:20:26,"San Bernardo, Región Metropolitana"
3,Samsung Galaxy Watch 46mm,90000,15-08-2023,13:06:40,"Maipú, Región Metropolitana"
3,Samsung Galaxy,420000,15-08-2023,10:46:03,"La Florida, Región Metropolitana"
3,Samsung s22 plus + galaxy buds pro + carcasa,1200000,15-08-2023,10:07:43,"Providencia, Región Metropolitana"
3,Samsung a53,80000,15-08-2023,06:12:22,"El Bosque, Región Metropolitana"
3,Reloj samsung watch 4,90000,14-08-2023,19:14:09,"Pudahuel, Región Metropolitana"
3,Samsung A23,190000,14-08-2023,17:33:52,"Lo Prado, Región Metropolitana"
3,Samsung galaxy a53 5g,0,14-08-2023,17:24:02,"Estación Central, Región Metropolitana"
3,0,0,0,,0
3,0,0,0,,0
3,0,0,0,,0
