pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
64,Carcasa samsung A21s usada,5000,07-09-2022,00:37:24,"Peñalolén, Región Metropolitana"
64,Smart tag samsung,10000,06-09-2022,23:37:07,"Santiago, Región Metropolitana"
64,Cargador Samsung reloj Smart watch modelos active,15000,06-09-2022,23:12:33,"Santiago, Región Metropolitana"
64,Samsung a 51,130000,06-09-2022,22:04:20,"Santiago, Región Metropolitana"
64,Teléfono Samsung A02 S 32 GB Rojo,70990,06-09-2022,21:42:13,"Providencia, Región Metropolitana"
64,Cargador Samsung fast Charger 15 w tipo c,10000,06-09-2022,20:59:43,"Santiago, Región Metropolitana"
64,Samsung Galaxy J8,50000,06-09-2022,20:18:20,"Estación Central, Región Metropolitana"
64,Samsung Galaxy S21 FE,620990,06-09-2022,17:53:02,"Las Condes, Región Metropolitana"
64,Reloj samsung galaxy watch 3,130000,06-09-2022,17:23:07,"San Bernardo, Región Metropolitana"
64,Samsung dex station,100000,06-09-2022,17:19:50,"Peñalolén, Región Metropolitana"
64,Samsung s20,200000,06-09-2022,16:22:35,"Pedro Aguirre Cerda, Región Metropolitana"
64,Samsung S20+ plus 128gb,280000,06-09-2022,13:40:21,"Santiago, Región Metropolitana"
64,Galaxy watch 42mm Samsung poco uso,70000,06-09-2022,12:51:47,"La Reina, Región Metropolitana"
64,Pantalla samsung galaxy a32 4g,89900,06-09-2022,12:50:43,"Providencia, Región Metropolitana"
64,Samsung s22 Ultra ,750000,06-09-2022,12:17:28,"San Miguel, Región Metropolitana"
64,Samsung A73 5g 256gb,430000,06-09-2022,12:13:31,"La Reina, Región Metropolitana"
64,Audifonos in-ear inalambricos samsung galaxy buds2,100000,06-09-2022,10:50:11,"Ñuñoa, Región Metropolitana"
64,Samsung Galaxy A30s,80000,06-09-2022,09:12:51,"Las Condes, Región Metropolitana"
64,Celular samsung S 21 fe,350000,05-09-2022,23:57:41,"La Florida, Región Metropolitana"
64,Samsung A21s,70000,05-09-2022,23:04:31,"San Bernardo, Región Metropolitana"
64,Samsung galaxy A31 128gb,150000,05-09-2022,22:32:01,"El Bosque, Región Metropolitana"
64,Celular Samsung a52 ,45900,05-09-2022,17:41:43,"Quilicura, Región Metropolitana"
64,Pantalla samsung galaxy a22 5g,5000,05-09-2022,15:31:11,"Providencia, Región Metropolitana"
64,Cajas Vacias originales Samsung,65000,05-09-2022,14:58:46,"Santiago, Región Metropolitana"
64,Samsung a 50,25000,05-09-2022,14:36:38,"Independencia, Región Metropolitana"
64,Teléfono Samsung IP SMT-i3100,99000,05-09-2022,10:24:26,"Pudahuel, Región Metropolitana"
64,Samsung Note 8 con Lapiz,60000,04-09-2022,22:53:32,"Santiago, Región Metropolitana"
64,Reloj Samsung Smartwatch,230000,04-09-2022,22:48:42,"La Florida, Región Metropolitana"
64,Samsumg S20 fe,100000,04-09-2022,21:11:33,"Estación Central, Región Metropolitana"
64,Samsung A51,140000,04-09-2022,16:42:59,"Puente Alto, Región Metropolitana"
64,Teléfono Samsung Galaxy A12,200000,04-09-2022,16:24:01,"Santiago, Región Metropolitana"
64,Galaxy Watch Samsung de 45,170000,03-09-2022,21:01:04,"Santiago, Región Metropolitana"
64,Samsung Note 20 Ultra,8900,03-09-2022,15:02:56,"Maipú, Región Metropolitana"
64,Smartwatch samsung galaxy watch 40 mm rose gold,115000,03-09-2022,14:02:29,"Providencia, Región Metropolitana"
64,Flex Main Samsung Galaxy A70,100000,03-09-2022,13:01:43,"Providencia, Región Metropolitana"
64,Pantalla samsung galaxy a72,120000,03-09-2022,12:24:35,"Providencia, Región Metropolitana"
64,Samsung galaxy watch4 Classic 40mm,490000,03-09-2022,11:00:23,"Santiago, Región Metropolitana"
64,Samsung Galaxy A23 dúo de 128 gb ,89990,03-09-2022,10:38:41,"La Florida, Región Metropolitana"
64,Celular Samsung galaxy Z flip3,20000,02-09-2022,23:15:28,"Santiago, Región Metropolitana"
64,Samsung Galaxy A12,45000,02-09-2022,19:52:45,"Las Condes, Región Metropolitana"
64,samsumg galaxy j1 en buen estado ,50000,02-09-2022,19:14:58,"Lo Espejo, Región Metropolitana"
64,Audifonos Buds + para Samsung,9900,02-09-2022,16:44:57,"La Florida, Región Metropolitana"
64,Teléfono Samsung 0A3,5900,02-09-2022,14:57:19,"Santiago, Región Metropolitana"
64,Flex main samsung galaxy a20,67900,02-09-2022,13:30:31,"Providencia, Región Metropolitana"
64,Flex main samsung galaxy a51,129000,02-09-2022,13:19:36,"Providencia, Región Metropolitana"
64,Pantalla samsung galaxy a60,0,02-09-2022,13:00:57,"Providencia, Región Metropolitana"
64,Pantalla samsung galaxy a52,0,02-09-2022,12:37:02,"Providencia, Región Metropolitana"
64,0,0,0,,0
64,0,0,0,,0
64,0,0,0,,0
