pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
58,Samsung A02,45000,10-10-2022,09:03:30,"San Bernardo, Región Metropolitana"
58,Samsung J7 pro,25000,10-10-2022,09:03:17,"San Bernardo, Región Metropolitana"
58,Samsung J1 Ace,350000,10-10-2022,09:02:56,"San Bernardo, Región Metropolitana"
58,Samsung S21 plus,250000,10-10-2022,02:57:50,"Santiago, Región Metropolitana"
58,Samsung a52 5g,180000,09-10-2022,22:43:37,"Pedro Aguirre Cerda, Región Metropolitana"
58,Celular Samsung S20 plus,200000,09-10-2022,19:52:28,"San Miguel, Región Metropolitana"
58,Samsung A52s,85000,09-10-2022,17:45:04,"San Miguel, Región Metropolitana"
58,Samsung A53 5G,85000,09-10-2022,13:35:35,"Conchalí, Región Metropolitana"
58,Samsung S9 64gb,750000,09-10-2022,13:25:25,"La Florida, Región Metropolitana"
58,Samsung s8 perfecto,40000,09-10-2022,12:33:50,"Puente Alto, Región Metropolitana"
58,Samsung Galaxy S22 ultra,250000,09-10-2022,03:33:45,"Conchalí, Región Metropolitana"
58,Samsung A21,450000,09-10-2022,00:01:03,"La Cisterna, Región Metropolitana"
58,Samsung Galaxy Zflip 4 ,350000,08-10-2022,22:57:19,"La Florida, Región Metropolitana"
58,Samsung S21 Negro (Usado como nuevo),3800,08-10-2022,21:32:27,"La Reina, Región Metropolitana"
58,Samsung note 20,100000,08-10-2022,17:58:33,"Puente Alto, Región Metropolitana"
58,Boton Home De Inicio Samsung Galaxy S4,580000,08-10-2022,13:49:51,"Providencia, Región Metropolitana"
58,Samsung galaxy A13,90000,08-10-2022,13:13:25,"Colina, Región Metropolitana"
58,Samsung S21 Ultra 5G Phantom Black Edition,20000,08-10-2022,12:21:15,"Providencia, Región Metropolitana"
58,celular samsung A03 ,400000,08-10-2022,09:14:34,"La Florida, Región Metropolitana"
58,Teléfono samsung galaxy A3 2017,850000,08-10-2022,08:42:46,"El Bosque, Región Metropolitana"
58,Samsung S21 5G,100000,07-10-2022,22:01:32,"La Florida, Región Metropolitana"
58,Samsung Galaxy fold 3,160000,07-10-2022,19:07:45,"La Florida, Región Metropolitana"
58,Samsung A32 64gb sin detalles,60000,07-10-2022,18:36:27,"San Miguel, Región Metropolitana"
58,Samsung A51 128 gb,7900,07-10-2022,15:38:47,"La Florida, Región Metropolitana"
58,Samsung Galaxy Buds Live Impecables,50000,07-10-2022,13:52:03,"Santiago, Región Metropolitana"
58,Flex Power Encendido Y Volumen Samsung A12,200000,06-10-2022,23:52:20,"Macul, Región Metropolitana"
58,Smartwatch Samsung Frontier s3 ,30000,06-10-2022,23:40:04,"Pedro Aguirre Cerda, Región Metropolitana"
58,Samsung s21 + usado impecable,200000,06-10-2022,23:21:48,"Providencia, Región Metropolitana"
58,Samsung Galaxy J7 prime,110000,06-10-2022,22:48:34,"Estación Central, Región Metropolitana"
58,Samsung A33 Nuevo,4500,06-10-2022,20:28:19,"La Cisterna, Región Metropolitana"
58,Celular Samsung A 30,3900,06-10-2022,17:06:33,"Padre Hurtado, Región Metropolitana"
58,Auricular parlante samsung s7,90000,06-10-2022,16:16:35,"Providencia, Región Metropolitana"
58,Flex Volumen Y Power Samsung Galaxy A02,70000,06-10-2022,15:11:55,"Macul, Región Metropolitana"
58,Celular Samsung A32 seminuevo,120000,06-10-2022,15:09:37,"La Granja, Región Metropolitana"
58,Teléfono Samsung a03,100000,06-10-2022,15:04:35,"Providencia, Región Metropolitana"
58,Samsung Galaxy A32 BLANCO,180000,06-10-2022,14:46:52,"Macul, Región Metropolitana"
58,Samsung a71 64gb usado ,85000,06-10-2022,13:39:52,"Colina, Región Metropolitana"
58,"Tablet Samsung Galaxy S6 Lite 10,4"" 4G",680000,06-10-2022,12:34:31,"Quilicura, Región Metropolitana"
58,Samsung galaxy a02s,75000,06-10-2022,11:51:26,"Peñalolén, Región Metropolitana"
58,Samsung S21 ultra más reloj,180000,05-10-2022,22:06:41,"Ñuñoa, Región Metropolitana"
58,Tablet Samsung,40000,05-10-2022,22:06:13,"Santiago, Región Metropolitana"
58,Samsung S20 FE,50000,05-10-2022,21:32:48,"Independencia, Región Metropolitana"
58,Celular samsung galaxy j7 pro,13000,05-10-2022,09:53:52,"Macul, Región Metropolitana"
58,Samsung A10 o permuta,400000,05-10-2022,07:40:36,"Las Condes, Región Metropolitana"
58,Celular Samsung Sgh X636 colección,190000,05-10-2022,00:03:18,"Maipú, Región Metropolitana"
58,Samsung galaxy S10+ 1TERA/12GB RAM,0,04-10-2022,23:38:43,"La Cisterna, Región Metropolitana"
58,Samsung Galaxy A33 5G dual,0,04-10-2022,01:11:18,"Las Condes, Región Metropolitana"
58,0,0,0,,0
58,0,0,0,,0
58,0,0,0,,0
