pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
1,Celular Samsung Galaxy S23 + 256 GB,650000,24-08-2023,17:22:23,"Macul, Región Metropolitana"
1,Samsung S21 fe,350000,24-08-2023,16:29:47,"Santiago, Región Metropolitana"
1,Samsung S20,180000,24-08-2023,15:37:41,Todo Chile
1,Samsung Galaxy S23 Ultra,850000,24-08-2023,15:21:54,"Ñuñoa, Región Metropolitana"
1,Samsung Galaxy watch 4,75000,24-08-2023,14:37:51,"Cerrillos, Región Metropolitana"
1,Samsung A53 5G,150000,24-08-2023,14:24:11,"Cerro Navia, Región Metropolitana"
1,Samsung Galaxy S22 5G 256GB - Negro,570000,24-08-2023,13:52:30,"San Bernardo, Región Metropolitana"
1,A7 samsung,75000,24-08-2023,13:48:18,"La Florida, Región Metropolitana"
1,Samsung Galaxy Watch 42MM,80000,24-08-2023,13:37:50,"Las Condes, Región Metropolitana"
1,Samsung A22 5g,25000,24-08-2023,13:37:42,"La Florida, Región Metropolitana"
1,Tarjeta micro SD Samsung de 256GB ORIGINAL,50000,24-08-2023,12:10:06,"Ñuñoa, Región Metropolitana"
1,Micro SD Samsung de 512GB Original,6500,24-08-2023,12:02:26,"Ñuñoa, Región Metropolitana"
1,Tapa Trasera Samsung Galaxy A20 / A30 + Adhesivo,8900,24-08-2023,11:59:14,"Macul, Región Metropolitana"
1,Tapa Trasera Samsung S9 Con Adhesivo,8900,24-08-2023,11:59:13,"Macul, Región Metropolitana"
1,Tapa Trasera Compatible Con Samsung Galaxy S10 Con,70000,24-08-2023,11:57:41,"Macul, Región Metropolitana"
1,"Smartwatch Samsung, Huawei band 4 pro",500000,24-08-2023,09:19:08,"El Monte, Región Metropolitana"
1,Samsung s20 ultra y s21 plus,320000,24-08-2023,09:00:38,"Puente Alto, Región Metropolitana"
1,Samsung Galaxy S20 Ultra 128GB,150000,24-08-2023,02:23:43,"San Joaquín, Región Metropolitana"
1,Samsung A21s 64gb,120000,24-08-2023,02:23:04,"Lo Prado, Región Metropolitana"
1,Samsung a53 5g nuevo,360000,23-08-2023,21:53:59,"Estación Central, Región Metropolitana"
1,2 samsung galaxy s20 ultra 128gb 12gb nuevos,110000,23-08-2023,21:30:32,"La Florida, Región Metropolitana"
1,Samsung Galaxy A70,130000,23-08-2023,19:19:38,"Providencia, Región Metropolitana"
1,Samsung galaxy a21s,1100000,23-08-2023,15:47:27,"Cerrillos, Región Metropolitana"
1,Samsung galaxi s23 ultra phantom back,60000,23-08-2023,15:37:14,"La Cisterna, Región Metropolitana"
1,A31 Samsung,180000,23-08-2023,15:13:52,"La Florida, Región Metropolitana"
1,Samsung A33 5G,290000,23-08-2023,13:42:41,"Santiago, Región Metropolitana"
1,Samsung s 20,110,23-08-2023,11:54:23,"Huechuraba, Región Metropolitana"
1,Samsung galaxy watch4,200000,23-08-2023,10:35:26,"Santiago, Región Metropolitana"
1,Teléfono Samsung galaxy a 14 5g liberado nuevo,235000,23-08-2023,09:42:26,"San Bernardo, Región Metropolitana"
1,Samsung Galaxy S20+(Cloud Blue) 8GBRAM/128 Storage,1200000,23-08-2023,07:42:48,"Providencia, Región Metropolitana"
1,Samsung Galaxy S23 Ultra,80000,23-08-2023,07:11:59,"Santiago, Región Metropolitana"
1,Galaxy watch samsung 2,80,22-08-2023,23:36:37,"Maipú, Región Metropolitana"
1,A32 Samsung venta,45000,22-08-2023,23:27:18,"Estación Central, Región Metropolitana"
1,Samsung a21s,290000,22-08-2023,23:16:41,"Santiago, Región Metropolitana"
1,Samsung Galaxy S21FE 128GB 5G,25000,22-08-2023,20:52:02,"Santiago, Región Metropolitana"
1,Audífonos Sony y Samsung,90000,22-08-2023,18:13:15,"Peñalolén, Región Metropolitana"
1,Samsung a22 5g celular,220000,22-08-2023,17:26:50,"Independencia, Región Metropolitana"
1,Samsung A34 128 GB,8000,22-08-2023,16:49:47,"Lo Espejo, Región Metropolitana"
1,Cargador samsung 25w,35000,22-08-2023,15:16:22,"Pudahuel, Región Metropolitana"
1,Samsung A30s,5900,22-08-2023,14:54:32,"Peñaflor, Región Metropolitana"
1,Lente Camara Trasera Samsung Galaxy Note 9,190000,22-08-2023,11:47:19,"Macul, Región Metropolitana"
1,Samsung A33 5G,75000,22-08-2023,11:23:42,"Las Condes, Región Metropolitana"
1,Samsung a20,45000,22-08-2023,10:05:52,"San Miguel, Región Metropolitana"
1,Smartwatch samsung gear sport negro usado,60000,22-08-2023,09:41:32,"Maipú, Región Metropolitana"
1,Telefono Samsung galaxy A04 nuevo,250000,22-08-2023,08:57:54,"Lo Espejo, Región Metropolitana"
1,Celular samsung galaxy note 20 ultra 256g,180000,22-08-2023,08:09:46,"Santiago, Región Metropolitana"
1,Samsung galaxy a71 casi nuevo 128gb,0,22-08-2023,08:09:20,"Santiago, Región Metropolitana"
1,0,0,0,,0
1,0,0,0,,0
1,0,0,0,,0
