pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
13,Samsung galaxy A52,170000,02-07-2023,17:08:03,"Conchalí, Región Metropolitana"
13,Samsung Galaxy A30 BLANCO (Precio conversable),95000,02-07-2023,17:00:46,"La Florida, Región Metropolitana"
13,Samsung a21s,69990,02-07-2023,16:49:34,"Lo Barnechea, Región Metropolitana"
13,Samsung galaxy a14 5g,130000,02-07-2023,03:05:17,"Santiago, Región Metropolitana"
13,"Samsung A71, Perfecto Estado, Renovación",150000,02-07-2023,02:39:59,"Maipú, Región Metropolitana"
13,Samsung note 10 lite,79000,01-07-2023,15:00:38,"Providencia, Región Metropolitana"
13,Samsung S22 ultra,650000,30-06-2023,23:08:06,"Colina, Región Metropolitana"
13,Samsung Galaxy A70 como nuevo,90,30-06-2023,20:40:03,"La Cisterna, Región Metropolitana"
13,Samsung Galaxy A51,50000,30-06-2023,16:28:37,"Huechuraba, Región Metropolitana"
13,"Samsung Galaxy A22 5G, memoria 128gb y RAM 4 GB",130000,30-06-2023,14:48:51,"Maipú, Región Metropolitana"
13,Celular Samsung S10+ 128GB Negro,250000,30-06-2023,14:40:01,"Lo Barnechea, Región Metropolitana"
13,Samsung a21s perfecto estado.,90000,30-06-2023,14:15:29,"Santiago, Región Metropolitana"
13,Celular samsung galaxy s20 plus / black 128 gb ,200000,30-06-2023,13:58:18,"Macul, Región Metropolitana"
13,Calcular Samsung a10s,50000,30-06-2023,00:41:32,"Conchalí, Región Metropolitana"
13,Celular Samsung j6,32000,30-06-2023,00:39:40,"Recoleta, Región Metropolitana"
13,128g /64g / IPhone Samsung Motorola,20000,29-06-2023,21:26:05,"Puente Alto, Región Metropolitana"
13,Samsung a11,180000,29-06-2023,20:30:34,"Santiago, Región Metropolitana"
13, samsung A32,8000,29-06-2023,20:16:02,"Peñalolén, Región Metropolitana"
13,Funda de cristal Samsung S20 5G,100000,29-06-2023,19:10:57,"Santiago, Región Metropolitana"
13,Samsung Galaxy A50,45000,29-06-2023,16:44:03,"Ñuñoa, Región Metropolitana"
13,Samsung A12,110000,29-06-2023,14:27:29,"La Florida, Región Metropolitana"
13,Tablet samsung galaxy A7 lite,295000,29-06-2023,01:36:23,"Puente Alto, Región Metropolitana"
13,Samsung A54 5G,75000,28-06-2023,22:32:47,"La Reina, Región Metropolitana"
13,Samsung A04 ,250000,28-06-2023,20:56:01,"Santiago, Región Metropolitana"
13,Celular samsung Galaxy S21 FE 5G,80000,28-06-2023,17:38:43,"Recoleta, Región Metropolitana"
13,Samsung A8,80000,28-06-2023,16:52:00,"Pudahuel, Región Metropolitana"
13,Celular Samsung A03,649000,28-06-2023,16:48:18,"Recoleta, Región Metropolitana"
13,Samsung s22 ultra 256,38000,28-06-2023,16:00:17,"Santiago, Región Metropolitana"
13,Samsung Galaxy J7 conversable,18000,28-06-2023,15:40:05,"La Florida, Región Metropolitana"
13,Samsung Galaxy J5,200000,28-06-2023,15:38:09,"La Florida, Región Metropolitana"
13,Samsung note 20,50000,28-06-2023,13:29:37,"Estación Central, Región Metropolitana"
13,Samsung Galaxy A70,400000,28-06-2023,11:43:10,"Vitacura, Región Metropolitana"
13,Samsung Galaxy S21+ mas Smartwatch Galaxy watch 5,50000,27-06-2023,22:36:56,"Pudahuel, Región Metropolitana"
13,Celular Samsung Galaxy A03 Core 128 gb usado,200000,27-06-2023,22:24:54,"Isla de Maipo, Región Metropolitana"
13,Celular samsung s20fe,70000,27-06-2023,22:14:59,"El Bosque, Región Metropolitana"
13,Samsung galaxy A03 core,400000,27-06-2023,21:45:16,"La Florida, Región Metropolitana"
13,Samsung z flip 3,65000,27-06-2023,19:38:43,"San Miguel, Región Metropolitana"
13,Samsung A13 en excelente estado ,600000,27-06-2023,18:12:35,"La Florida, Región Metropolitana"
13,Samsung s23,35000,27-06-2023,17:08:48,"Santiago, Región Metropolitana"
13,Samsung A02,85000,27-06-2023,17:08:32,"Estación Central, Región Metropolitana"
13,Samsung A03,350000,27-06-2023,13:14:13,"La Florida, Región Metropolitana"
13,Samsung a54 5g 256gb,120000,27-06-2023,12:17:04,"San Bernardo, Región Metropolitana"
13,Sansung GALAXY A21S 128GB /5G,60000,27-06-2023,11:29:32,"Puente Alto, Región Metropolitana"
13,Celular Samsung A03 Galaxy,70000,27-06-2023,00:11:45,"Peñalolén, Región Metropolitana"
13,Smart watch samsung,150000,26-06-2023,19:08:36,"La Cisterna, Región Metropolitana"
13,Samsung A34 5G.,150000,26-06-2023,14:43:41,"Puente Alto, Región Metropolitana"
13,Samsung Zflip3 pantalla dañada,0,26-06-2023,14:15:46,"La Florida, Región Metropolitana"
13,0,0,0,,0
13,0,0,0,,0
13,0,0,0,,0
