pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
65,Celular samsumg A30s,100000,02-09-2022,12:30:01,"Santiago, Región Metropolitana"
65,Samsung s8,120000,02-09-2022,10:49:27,"Las Condes, Región Metropolitana"
65,Samsung Galaxy S20 Plus,320000,02-09-2022,08:35:58,"Las Condes, Región Metropolitana"
65,Celular samsung A30,70000,01-09-2022,23:08:01,"Puente Alto, Región Metropolitana"
65,Reloj samsung gear s3 classic,70000,01-09-2022,20:38:33,"Las Condes, Región Metropolitana"
65,Reloj Samsung Galaxy Watch,120000,01-09-2022,16:03:33,"La Florida, Región Metropolitana"
65,Celular Samsung A30 32g,100000,01-09-2022,15:20:02,"Las Condes, Región Metropolitana"
65,Samsung galaxy a01,55000,01-09-2022,08:06:01,"La Reina, Región Metropolitana"
65,Samsung galaxy A70,23000,31-08-2022,23:46:10,"Peñalolén, Región Metropolitana"
65,Teléfono Android Samsung,260000,31-08-2022,23:36:07,"La Florida, Región Metropolitana"
65,Samsung S20 Ultra,30000,31-08-2022,21:18:57,"Peñalolén, Región Metropolitana"
65,samsung a71 ,600000,31-08-2022,14:48:00,"Independencia, Región Metropolitana"
65,Samsung j3,11900,31-08-2022,14:26:10,"Santiago, Región Metropolitana"
65,Samsung S22+,75000,31-08-2022,14:21:58,"Quilicura, Región Metropolitana"
65,Central telefonica Samsung Officeserv 7200,250000,31-08-2022,11:48:34,"Providencia, Región Metropolitana"
65,Flex De Carga Samsung Galaxy Note 10 Lite,150000,31-08-2022,02:30:40,"Macul, Región Metropolitana"
65,Samsumng A21 s,50000,30-08-2022,07:55:04,"Ñuñoa, Región Metropolitana"
65,Samsung s20 plus,220000,30-08-2022,00:57:44,"Santiago, Región Metropolitana"
65,Samsung galaxy A32 128gb,450000,29-08-2022,22:44:22,"Huechuraba, Región Metropolitana"
65,Samsung Galaxy A21s,240000,29-08-2022,22:00:00,"San Miguel, Región Metropolitana"
65,Samsung galaxy a50,150000,29-08-2022,21:59:49,"San Miguel, Región Metropolitana"
65,Samsung galaxy note 10 lite,290000,29-08-2022,20:26:58,"Ñuñoa, Región Metropolitana"
65,Samsung note 20 ultra 256gb,100000,29-08-2022,19:38:59,"Providencia, Región Metropolitana"
65,Samsung S20 FE 8RAM/256GB,35000,29-08-2022,18:27:17,"Estación Central, Región Metropolitana"
65,Samsung Galaxy S10 128 Gb Negro Prisma 8 Gb Ram,50000,29-08-2022,17:53:53,"Las Condes, Región Metropolitana"
65,Samsung Galaxy A70,100000,29-08-2022,14:20:58,"Puente Alto, Región Metropolitana"
65,Samsung A72 Negro impecable 128 GB Ram 6 GB ,450000,29-08-2022,14:09:15,"Las Condes, Región Metropolitana"
65,Samsung Galaxy Watch Active 2 Aqua Black,300000,29-08-2022,13:22:46,"Las Condes, Región Metropolitana"
65,Cambio de cristal glass samsung a02,85000,29-08-2022,12:53:39,"Providencia, Región Metropolitana"
65,Celular samsung A20s,120000,29-08-2022,12:12:54,"Peñalolén, Región Metropolitana"
65,Celular samsung A31 usado,10000,29-08-2022,01:32:35,"San Ramón, Región Metropolitana"
65,Samsung Note20 Ultra,280000,28-08-2022,22:37:03,"La Reina, Región Metropolitana"
65,Samsung Galaxy Z3 Flip 5g 126gb,50000,28-08-2022,19:59:26,"Santiago, Región Metropolitana"
65,Smartwatch Samsung galaxy,70,28-08-2022,18:28:45,"La Cisterna, Región Metropolitana"
65,Samsung a51 ,100000,28-08-2022,17:36:33,"La Granja, Región Metropolitana"
65,Samsung galaxy a 51,25000,28-08-2022,17:16:37,"Maipú, Región Metropolitana"
65,Carcasas reforzadas samsung s21fe,50000,28-08-2022,16:58:59,"San Bernardo, Región Metropolitana"
65,Samsung S20 FE solo abierto,75000,28-08-2022,14:20:35,"Ñuñoa, Región Metropolitana"
65,Samsung Galaxy A20 32gb,120000,28-08-2022,13:50:24,"Quilicura, Región Metropolitana"
65,Samsung A30S,120000,28-08-2022,12:03:34,"Santiago, Región Metropolitana"
65,Samsung galaxy a12,0,28-08-2022,10:42:25,"San Bernardo, Región Metropolitana"
65,Celular Samsung gala y s6,0,28-08-2022,01:38:18,"Estación Central, Región Metropolitana"
65,Joystick Celular Samsung GAP PLAY,0,28-08-2022,00:36:13,"La Florida, Región Metropolitana"
65,Samsung S21 5g,0,27-08-2022,20:36:01,"La Florida, Región Metropolitana"
65,Samsung A12,0,27-08-2022,17:45:40,"La Florida, Región Metropolitana"
65,Samsung Galaxy Watch 3,0,27-08-2022,15:40:39,"Quinta Normal, Región Metropolitana"
65,Samsung a71,0,27-08-2022,09:08:59,"Buin, Región Metropolitana"
65,0,0,0,,0
65,0,0,0,,0
65,0,0,0,,0
