pagina,titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
57,Botón Home Samsung Galaxy Note 4,8900,15-10-2022,15:20:24,"Providencia, Región Metropolitana"
57,Samsung A20s dual sim por renovación,50000,15-10-2022,11:35:28,"Quilicura, Región Metropolitana"
57,Samsung s10 plus full liberado como nuevo,200000,15-10-2022,11:30:03,"Quilicura, Región Metropolitana"
57,Samsung a52 dual,135000,15-10-2022,08:04:31,"Conchalí, Región Metropolitana"
57,S9 Samsung 64GB,100000,15-10-2022,06:56:08,"Ñuñoa, Región Metropolitana"
57,S8 Samsung S8 + plus ,95000,15-10-2022,06:53:11,"La Reina, Región Metropolitana"
57,Samsung s9,65000,14-10-2022,20:00:05,"Macul, Región Metropolitana"
57,Samsung a10s ,50000,14-10-2022,17:40:02,"San Bernardo, Región Metropolitana"
57,Celular Samsung galaxy s8,80000,14-10-2022,17:09:10,"Santiago, Región Metropolitana"
57,Samsung galaxy 21s,8500,14-10-2022,16:22:01,"Buin, Región Metropolitana"
57,Lente Cámara Trasera Samsung Galaxy S9 G960 G9600,240000,14-10-2022,13:10:08,"Providencia, Región Metropolitana"
57,Samsung Galaxy Note 10 256gb,120000,14-10-2022,11:12:03,"Santiago, Región Metropolitana"
57,Samsung Galaxy A51 128 Gb Prism Crush Blue 4 Gb Ra,50000,14-10-2022,01:55:51,"Maipú, Región Metropolitana"
57,Samsung Galaxy J6+,790000,13-10-2022,14:27:22,"La Florida, Región Metropolitana"
57,Samsung Galaxy FOLD3,290000,13-10-2022,00:34:26,"Huechuraba, Región Metropolitana"
57,Samsung Galaxy Note 9 + Samsung Watch Active,150000,12-10-2022,23:35:38,"Huechuraba, Región Metropolitana"
57,Samsung A22 generación 2022,120000,12-10-2022,19:53:58,"La Granja, Región Metropolitana"
57,Samsung Galaxy S9 64 Gb Midnight Black 4 Gb Ram,280000,12-10-2022,18:24:01,"Santiago, Región Metropolitana"
57, celular nuevo Samsung A53 5G 64GB,60000,12-10-2022,18:09:27,"Santiago, Región Metropolitana"
57,Smartwatch Samsung,50000,12-10-2022,13:38:18,"Ñuñoa, Región Metropolitana"
57,Samsung galaxy A03 128 gb,100000,12-10-2022,13:33:09,"Maipú, Región Metropolitana"
57,Samsug a30s,90000,12-10-2022,12:06:29,"La Florida, Región Metropolitana"
57,Teléfono samsug A20s,700000,12-10-2022,10:57:34,"La Florida, Región Metropolitana"
57,Samsung Galaxy Z Flip 4,75000,12-10-2022,10:33:33,"Providencia, Región Metropolitana"
57,Smartwatch Samsung Galaxy 46 mm,100000,12-10-2022,01:15:36,"Ñuñoa, Región Metropolitana"
57,Samsung A32 64GB,85000,11-10-2022,22:54:53,"Estación Central, Región Metropolitana"
57,Reloj Samsung watch active 2 SM-R820,119000,11-10-2022,22:38:25,"Santiago, Región Metropolitana"
57,Samsung Galaxy A52 / 128 GB,90000,11-10-2022,21:40:55,"Ñuñoa, Región Metropolitana"
57,Samsung Galaxy A21s,700000,11-10-2022,20:22:23,"San Bernardo, Región Metropolitana"
57,"Samsung Galaxy s21 ultra 5G, dual SIM, 256/12 GB",100000,11-10-2022,20:15:16,"Las Condes, Región Metropolitana"
57,Samsung A22 5G,55000,11-10-2022,18:49:25,"Quilicura, Región Metropolitana"
57,Celular SAMSUNG A20,400000,11-10-2022,17:31:52,"Las Condes, Región Metropolitana"
57, samsung s20fe,165000,11-10-2022,15:25:59,"Colina, Región Metropolitana"
57,Samsung S9+ 64GB negro,2300,11-10-2022,15:23:47,"San Bernardo, Región Metropolitana"
57,Pin De Carga Samsung Galaxy Tab 3 P5200 I9200 T210,70000,11-10-2022,15:18:48,"Providencia, Región Metropolitana"
57,Samsung A 7  64gb,649990,11-10-2022,15:04:04,"Providencia, Región Metropolitana"
57,[Sellado] Samsung S21+ Phantom Black 5G Dual SIM,60000,11-10-2022,12:51:50,"Las Condes, Región Metropolitana"
57,Celular Samsung A20S,149000,11-10-2022,10:10:08,"Maipú, Región Metropolitana"
57,Samsung Galaxy A 32,45000,11-10-2022,10:09:11,"Ñuñoa, Región Metropolitana"
57,Samsung A02,120000,11-10-2022,09:47:19,"Santiago, Región Metropolitana"
57,Samsung a71,80000,10-10-2022,23:18:57,"Estación Central, Región Metropolitana"
57,Celular samsung a-20,45000,10-10-2022,22:25:17,"Quinta Normal, Región Metropolitana"
57,Pantalla Compatible con Samsun6 Tab A With S Pen 8,580000,10-10-2022,19:28:32,"Santiago, Región Metropolitana"
57,Samsung S22+plus,40000,10-10-2022,18:28:32,"Maipú, Región Metropolitana"
57,Celular samsung j7 pro,30000,10-10-2022,16:40:37,"Santiago, Región Metropolitana"
57,"""Samsung Galaxy A21s 64 Gb Negro 4 Gb""",32000,10-10-2022,14:03:23,"Ñuñoa, Región Metropolitana"
57,Samsung j4,0,10-10-2022,09:22:36,"San Bernardo, Región Metropolitana"
57,0,0,0,,0
57,0,0,0,,0
57,0,0,0,,0
